Weight, Height, Type of Sportsman
87.0,1.88, {'swimmer'}
108.0,1.93, {'rugby player'}
81.648,1.905, {'basketball player'}
95.0,1.88, {'rugby player'}
136.08,1.905, {'other'}
92.0808,1.905, {'hockey player'}
79.38,1.778, {'hockey player'}
140.616,1.9558, {'other'}
93.0,2.0, {'volleyball player'}
88.0,1.78, {'rugby player'}
115.0,2.0, {'rugby player'}
77.5656,1.8288, {'martial artist'}
125.0,1.9, {'other'}
73.0,1.8, {'cyclist'}
105.0,2.02, {'volleyball player'}
105.23519999999999,2.2098, {'basketball player'}
69.0,1.76, {'swimmer'}
98.0,1.97, {'martial artist'}
83.916,1.9812, {'swimmer'}
76.0,1.9, {'swimmer'}
72.0,1.84, {'cyclist'}
77.112,1.85, {'martial artist'}
80.0,1.9, {'swimmer'}
73.0,1.8, {'swimmer'}
75.0,1.88, {'swimmer'}
74.844,1.8288, {'other'}
62.0,1.7, {'cyclist'}
84.0,1.92, {'swimmer'}
97.524,1.9558, {'other'}
84.0,1.8, {'wrestler'}
83.0,1.98, {'other'}
72.0,1.83, {'cyclist'}
80.0,1.8, {'other'}
70.0,1.75, {'other'}
69.0,1.78, {'cyclist'}
82.0,1.9, {'volleyball player'}
100.0,2.07, {'volleyball player'}
62.1432,1.6764000000000001, {'hockey player'}
98.8848,2.032, {'basketball player'}
121.0,2.08, {'rugby player'}
86.0,1.81, {'rugby player'}
120.0,1.97, {'rugby player'}
82.0,1.7, {'rugby player'}
110.0,1.93, {'rugby player'}
97.0,1.86, {'rugby player'}
117.0,1.8, {'rugby player'}
84.0,1.85, {'other'}
88.0,2.07, {'basketball player'}
101.0,2.03, {'volleyball player'}
90.0,2.07, {'basketball player'}
117.0,2.08, {'basketball player'}
120.0,2.07, {'basketball player'}
113.4,2.1336, {'basketball player'}
84.8232,1.8542, {'hockey player'}
83.00880000000001,1.778, {'hockey player'}
95.256,1.9558, {'basketball player'}
100.0,1.82, {'rower'}
106.1424,2.0574, {'basketball player'}
97.524,2.00025, {'basketball player'}
81.0,1.84, {'boxer'}
73.0296,1.8288, {'other'}
90.0,1.9, {'swimmer'}
67.0,1.8, {'cyclist'}
91.17360000000001,1.8034, {'rugby player'}
65.0,1.74, {'other'}
90.0,1.93, {'tennis player'}
88.9056,1.9812, {'other'}
80.0,1.94, {'other'}
82.5552,1.8034, {'other'}
125.0,2.03, {'other'}
106.0,1.86, {'other'}
96.0,2.05, {'other'}
83.916,1.8796, {'other'}
68.0,1.73, {'other'}
84.8232,1.8542, {'hockey player'}
82.0,1.8, {'other'}
71.2152,1.7526, {'hockey player'}
74.844,1.7526, {'hockey player'}
73.0296,1.7018, {'hockey player'}
64.0,1.77, {'other'}
54.0,1.69, {'boxer'}
69.8544,1.7526, {'hockey player'}
77.112,1.8034, {'hockey player'}
95.0,1.93, {'handball player'}
51.0,1.64, {'boxer'}
79.8336,1.778, {'hockey player'}
98.0,2.0, {'volleyball player'}
67.1328,1.7526, {'hockey player'}
78.9264,1.8034, {'hockey player'}
95.0,2.05, {'volleyball player'}
66.2256,1.7272, {'hockey player'}
73.0,1.81, {'pentathlete'}
72.0,1.524, {'cyclist'}
93.8952,1.8796, {'hockey player'}
103.0,1.89, {'other'}
71.0,1.88, {'swimmer'}
94.80239999999999,1.905, {'hockey player'}
65.0,1.524, {'cyclist'}
70.0,1.77, {'other'}
69.8544,1.7272, {'martial artist'}
89.3592,1.8034, {'other'}
67.1328,1.73736, {'other'}
63.504,1.7272, {'other'}
83.916,1.8034, {'other'}
80.0,1.8, {'hockey player'}
82.0,1.79, {'rugby player'}
78.0,1.88, {'golf player'}
74.844,1.7272, {'hockey player'}
80.74080000000001,1.905, {'other'}
56.0,1.68, {'cyclist'}
85.0,1.93, {'swimmer'}
83.916,1.8034, {'hockey player'}
90.72,1.8796, {'other'}
90.72,1.8542, {'other'}
110.0,1.92, {'rugby player'}
85.0,1.83, {'other'}
77.112,1.778, {'martial artist'}
70.308,1.7018, {'hockey player'}
75.0,1.84, {'cyclist'}
69.0,1.65, {'cyclist'}
96.0,1.88, {'rugby player'}
79.38,1.7526, {'hockey player'}
80.0,1.87, {'other'}
86.184,1.8288, {'hockey player'}
92.0,1.87, {'rugby player'}
99.0,1.99, {'handball player'}
71.0,1.83, {'cyclist'}
65.0,1.69, {'other'}
84.8232,1.8288, {'hockey player'}
79.38,1.7272, {'other'}
100.0,1.88, {'other'}
83.916,1.778, {'other'}
86.0,1.93, {'volleyball player'}
111.5856,1.9304, {'hockey player'}
76.0,1.92, {'other'}
72.576,1.7272, {'other'}
79.8336,1.778, {'hockey player'}
90.0,1.76, {'rugby player'}
83.916,1.7526, {'hockey player'}
74.844,1.8034, {'other'}
94.80239999999999,1.8542, {'hockey player'}
95.256,2.0066, {'basketball player'}
104.328,1.9304, {'other'}
78.0,1.89, {'volleyball player'}
92.0808,1.8542, {'hockey player'}
77.112,1.8034, {'martial artist'}
83.916,1.8542, {'other'}
125.0,1.88, {'rugby player'}
89.0,1.92, {'swimmer'}
115.0,1.74, {'rugby player'}
65.0,1.85, {'cyclist'}
78.0,1.92, {'swimmer'}
67.1328,1.524, {'swimmer'}
52.0,1.64, {'other'}
131.0,1.96, {'rugby player'}
85.0,1.84, {'rugby player'}
235.872,2.1336, {'wrestler'}
97.97760000000001,1.9304, {'hockey player'}
76.0,1.83, {'volleyball player'}
63.0,1.83, {'boxer'}
120.0,1.91, {'wrestler'}
75.0,1.78, {'swimmer'}
84.0,1.93, {'tennis player'}
78.0,1.84, {'swimmer'}
100.0,1.85, {'other'}
92.0,1.83, {'other'}
102.06,2.032, {'basketball player'}
81.19439999999999,1.8415, {'basketball player'}
66.0,1.78, {'golf player'}
75.0,1.8, {'other'}
82.0,1.85, {'rugby player'}
88.0,1.94, {'volleyball player'}
68.04,1.7272, {'hockey player'}
114.0,1.93, {'rugby player'}
89.81280000000001,1.8542, {'hockey player'}
77.112,1.8288, {'other'}
83.00880000000001,1.8288, {'other'}
117.936,1.9304, {'golf player'}
115.0,1.98, {'rugby player'}
83.916,1.7526, {'hockey player'}
75.0,1.7526, {'other'}
80.2872,1.8796, {'hockey player'}
124.74,1.8288, {'rower'}
79.8336,1.8796, {'hockey player'}
104.0,1.85, {'rugby player'}
83.00880000000001,1.8542, {'hockey player'}
86.184,1.8034, {'hockey player'}
90.72,1.8034, {'other'}
83.916,1.8288, {'hockey player'}
99.792,1.8542, {'other'}
87.0912,1.8034, {'other'}
87.0912,1.8034, {'other'}
72.576,1.8288, {'other'}
104.0,1.9, {'rugby player'}
91.5,1.86, {'rugby player'}
95.2543977,1.8288, {'rugby player'}
93.0,1.78, {'rugby player'}
90.72,1.8542, {'other'}
99.792,1.8542, {'wrestler'}
88.452,1.9812, {'basketball player'}
98.0,1.91, {'rugby player'}
90.0,1.78, {'rugby player'}
107.95498406,1.93, {'rugby player'}
92.0,1.83, {'rugby player'}
87.0,1.88, {'rugby player'}
77.112,1.524, {'hockey player'}
88.90410451999999,1.7526, {'rugby player'}
70.0,1.82, {'other'}
97.0,1.8, {'rugby player'}
57.0,1.7, {'other'}
81.648,1.8034, {'other'}
112.0,1.99, {'rugby player'}
80.74080000000001,1.7272, {'other'}
82.55381134,1.8542, {'rugby player'}
95.0,1.83, {'rugby player'}
82.5552,1.7526, {'hockey player'}
97.97760000000001,1.8796, {'other'}
85.27680000000001,1.778, {'other'}
97.7,1.8, {'martial artist'}
82.1016,1.7526, {'other'}
79.0,1.9, {'swimmer'}
83.0,1.8, {'rugby player'}
88.0,1.95, {'volleyball player'}
107.95498406,1.9304, {'rugby player'}
92.0808,1.905, {'basketball player'}
105.0,1.8, {'rugby player'}
90.0,1.88, {'rugby player'}
105.0,1.8, {'rugby player'}
102.0,1.88, {'rugby player'}
74.844,1.524, {'other'}
95.70960000000001,1.524, {'rugby player'}
90.0,1.83, {'rugby player'}
79.38,1.778, {'other'}
79.38,1.7272, {'hockey player'}
81.648,1.8542, {'golf player'}
95.0,1.83, {'rugby player'}
77.112,1.7526, {'other'}
81.648,1.8288, {'golf player'}
81.19439999999999,1.7526, {'martial artist'}
81.648,1.8542, {'basketball player'}
106.596,2.032, {'basketball player'}
65.772,1.7526, {'martial artist'}
74.3904,1.8161, {'martial artist'}
111.132,2.0574, {'basketball player'}
84.0,1.9, {'cyclist'}
120.65557042,1.9557999999999998, {'rugby player'}
88.452,1.8796, {'basketball player'}
101.60469087999999,1.778, {'rugby player'}
72.576,1.778, {'golf player'}
79.38,1.8288, {'other'}
115.0,1.93, {'rugby player'}
86.184,1.8034, {'hockey player'}
81.648,1.7526, {'other'}
101.60469087999999,1.8288, {'rugby player'}
82.0,1.8, {'tennis player'}
86.184,1.9304, {'basketball player'}
93.0,1.83, {'rugby player'}
104.0,1.9557999999999998, {'rugby player'}
112.0,2.01, {'rugby player'}
70.0,1.82, {'martial artist'}
82.1016,1.8034, {'hockey player'}
82.55381134,1.7526, {'rugby player'}
104.328,1.8542, {'other'}
93.44160000000001,1.9558, {'hockey player'}
95.0,1.97, {'volleyball player'}
103.0,1.86, {'rugby player'}
68.0,1.86, {'cyclist'}
90.72,1.8288, {'hockey player'}
97.524,1.8542, {'hockey player'}
79.8336,1.778, {'hockey player'}
106.596,2.0827999999999998, {'basketball player'}
83.00880000000001,1.8288, {'hockey player'}
93.0,1.85, {'rugby player'}
95.2543977,1.905, {'rugby player'}
70.0,1.77, {'martial artist'}
116.5752,1.9304, {'other'}
74.844,1.8288, {'swimmer'}
115.668,1.905, {'other'}
89.81280000000001,1.8796, {'hockey player'}
72.0,1.75, {'golf player'}
111.132,1.9812, {'other'}
83.00880000000001,1.8288, {'other'}
92.988,1.8288, {'other'}
79.0,1.92, {'cyclist'}
99.792,1.8796, {'hockey player'}
88.90410451999999,1.524, {'rugby player'}
83.916,1.8542, {'basketball player'}
95.256,1.9812, {'basketball player'}
78.0,1.83, {'other'}
70.308,1.8288, {'martial artist'}
72.0,1.82, {'other'}
95.2543977,1.8034, {'rugby player'}
92.988,1.8796, {'other'}
88.452,1.8796, {'other'}
64.0,1.7, {'swimmer'}
89.0,1.78, {'rugby player'}
102.06,1.9558, {'other'}
79.8336,1.7018, {'wrestler'}
95.0,1.89, {'rugby player'}
83.916,1.8288, {'golf player'}
65.0,1.73, {'handball player'}
92.988,1.9304, {'basketball player'}
74.0,1.76, {'other'}
82.0,1.96, {'volleyball player'}
54.0,1.72, {'volleyball player'}
72.0,1.86, {'volleyball player'}
56.0,1.66, {'handball player'}
50.0,1.64, {'biathlete'}
81.648,1.7526, {'basketball player'}
80.0,1.83, {'handball player'}
73.0,1.78, {'other'}
71.0,1.78, {'handball player'}
57.0,1.8, {'cyclist'}
86.184,1.7272, {'wrestler'}
75.0,1.8, {'boxer'}
70.0,1.83, {'rower'}
57.6072,1.6256, {'basketball player'}
102.06,1.8034, {'hockey player'}
68.04,1.524, {'swimmer'}
72.576,1.8542, {'basketball player'}
113.4,1.8796, {'wrestler'}
70.308,1.6764000000000001, {'wrestler'}
75.0,1.9, {'volleyball player'}
87.54480000000001,1.9558, {'basketball player'}
98.0,1.9, {'other'}
55.0,1.53, {'other'}
140.616,1.9557999999999998, {'wrestler'}
55.0,1.63, {'other'}
98.0,1.88, {'volleyball player'}
66.0,1.73, {'swimmer'}
70.0,1.86, {'volleyball player'}
59.0,1.68, {'swimmer'}
36.0,1.44, {'other'}
54.432,1.651, {'wrestler'}
60.0,1.76, {'swimmer'}
73.0296,1.7018, {'hockey player'}
58.0,1.67, {'swimmer'}
77.112,1.778, {'basketball player'}
52.164,1.6002, {'martial artist'}
70.308,1.6764000000000001, {'hockey player'}
72.0,1.8, {'volleyball player'}
74.0,1.73, {'volleyball player'}
57.1536,1.7018, {'martial artist'}
87.0912,1.7526, {'other'}
77.112,1.651, {'other'}
63.0,1.71, {'other'}
62.0,1.74, {'basketball player'}
69.0,1.524, {'wrestler'}
51.0,1.63, {'other'}
55.0,1.68, {'other'}
47.0,1.63, {'other'}
67.0,1.76, {'swimmer'}
64.0,1.77, {'swimmer'}
68.9472,1.778, {'hockey player'}
74.0,1.85, {'volleyball player'}
55.3392,1.6764000000000001, {'wrestler'}
54.0,1.55, {'shooter'}
102.06,2.032, {'basketball player'}
66.0,1.82, {'other'}
62.0,1.74, {'cyclist'}
73.0,1.78, {'other'}
79.38,1.7526, {'basketball player'}
73.0,1.72, {'cyclist'}
86.184,1.8542, {'other'}
90.0,1.87, {'rugby player'}
70.0,1.74, {'cyclist'}
104.328,2.08915, {'basketball player'}
124.74,1.9304, {'other'}
65.772,1.7526, {'basketball player'}
71.0,1.75, {'other'}
115.668,2.0066, {'basketball player'}
78.0,1.8, {'swimmer'}
65.772,1.7018, {'martial artist'}
92.0,1.77, {'other'}
70.0,1.73, {'other'}
89.81280000000001,1.905, {'basketball player'}
70.0,1.67, {'other'}
82.0,1.92, {'other'}
97.524,1.92405, {'basketball player'}
75.0,1.8, {'other'}
68.04,1.6764000000000001, {'basketball player'}
80.0,1.8, {'badminton player'}
64.0,1.69, {'badminton player'}
67.0,1.81, {'swimmer'}
35.0,1.71, {'other'}
75.2976,1.8288, {'other'}
65.0,1.87, {'volleyball player'}
63.0,1.76, {'pentathlete'}
67.1328,1.7018, {'hockey player'}
57.0,1.68, {'other'}
57.1536,1.524, {'swimmer'}
108.0,1.88, {'rower'}
83.916,1.8034, {'hockey player'}
105.0,1.91, {'rugby player'}
68.04,1.7272, {'hockey player'}
107.0,1.94, {'rugby player'}
93.0,1.8288, {'shooter'}
83.0,1.8, {'rugby player'}
92.0,1.86, {'rugby player'}
100.0,1.8, {'boxer'}
124.0,1.94, {'rugby player'}
65.0,1.78, {'volleyball player'}
72.0,1.86, {'volleyball player'}
85.0,1.85, {'volleyball player'}
58.0,1.64, {'fencer'}
78.0,1.89, {'volleyball player'}
86.184,1.905, {'wrestler'}
55.7928,1.6764000000000001, {'martial artist'}
60.0,1.7, {'other'}
68.0,1.82, {'volleyball player'}
77.0,1.81, {'handball player'}
48.0,1.6, {'boxer'}
87.0,1.92, {'rower'}
57.0,1.61, {'other'}
73.0,1.6, {'cyclist'}
51.0,1.57, {'other'}
73.0,1.71, {'handball player'}
75.0,1.74, {'other'}
103.0,1.78, {'wrestler'}
137.0,1.93, {'other'}
58.0,1.62, {'volleyball player'}
71.0,1.8, {'handball player'}
63.0,1.78, {'handball player'}
76.0,1.78, {'handball player'}
52.0,1.65, {'swimmer'}
90.0,1.72, {'other'}
55.7928,1.524, {'swimmer'}
88.0,1.77, {'rower'}
55.0,1.65, {'other'}
60.0,1.75, {'volleyball player'}
56.0,1.68, {'shooter'}
50.0,1.65, {'other'}
100.0,1.78, {'rower'}
52.0,1.62, {'other'}
118.0,1.83, {'rugby player'}
74.0,1.75, {'other'}
70.0,1.85, {'volleyball player'}
77.0,1.95, {'volleyball player'}
39.0,1.52, {'other'}
62.0,1.75, {'other'}
63.0,1.71, {'other'}
70.0,1.83, {'volleyball player'}
55.0,1.72, {'swimmer'}
62.0,1.72, {'diver'}
57.0,1.64, {'fencer'}
75.0,1.87, {'volleyball player'}
62.1432,1.6002, {'hockey player'}
66.0,1.78, {'swimmer'}
73.9368,1.7526, {'hockey player'}
70.0,1.83, {'volleyball player'}
69.0,1.74, {'swimmer'}
59.8752,1.5748, {'other'}
67.0,1.8, {'swimmer'}
105.0,1.92, {'rugby player'}
72.1224,1.7272, {'basketball player'}
70.0,1.86, {'volleyball player'}
77.0,1.78, {'other'}
80.0,1.85, {'swimmer'}
64.0,1.68, {'other'}
54.0,1.71, {'other'}
47.0,1.62, {'other'}
61.236,1.6256, {'hockey player'}
58.968,1.524, {'swimmer'}
71.0,1.77, {'other'}
60.7824,1.7526, {'basketball player'}
57.0,1.69, {'other'}
57.1536,1.524, {'swimmer'}
60.0,1.62, {'other'}
87.54480000000001,1.9304, {'basketball player'}
60.0,1.65, {'swimmer'}
63.0,1.75, {'swimmer'}
70.0,1.68, {'other'}
50.0,1.65, {'other'}
70.0,1.88, {'volleyball player'}
100.0,1.75, {'other'}
59.0,1.7, {'swimmer'}
68.0,1.74, {'other'}
73.0,1.92, {'volleyball player'}
49.0,1.74, {'other'}
70.0,1.77, {'tennis player'}
65.0,1.6, {'rower'}
70.308,1.8542, {'martial artist'}
70.308,1.8542, {'wrestler'}
63.0504,1.6256, {'hockey player'}
70.0,1.75, {'other'}
57.0,1.65, {'other'}
63.0,1.71, {'tennis player'}
57.0,1.68, {'other'}
57.0,1.8, {'other'}
77.0,1.95, {'volleyball player'}
72.576,1.778, {'basketball player'}
73.0,1.88, {'volleyball player'}
55.7928,1.6256, {'hockey player'}
70.0,1.89, {'volleyball player'}
54.0,1.6, {'other'}
67.0,1.8, {'hockey player'}
55.0,1.65, {'tennis player'}
63.0,1.71, {'other'}
63.0,1.83, {'volleyball player'}
73.0,1.8, {'other'}
0.0,1.87, {'volleyball player'}
58.0,1.68, {'other'}
56.7,1.524, {'swimmer'}
71.0,1.89, {'volleyball player'}
52.0,1.56, {'other'}
55.0,1.7, {'other'}
63.0,1.72, {'volleyball player'}
54.0,1.7, {'swimmer'}
68.0,1.79, {'volleyball player'}
56.0,1.73, {'tennis player'}
70.0,1.72, {'handball player'}
72.0,1.9, {'volleyball player'}
59.0,1.75, {'volleyball player'}
60.0,1.62, {'other'}
68.0,1.7, {'shooter'}
54.0,1.7, {'swimmer'}
72.0,1.65, {'cyclist'}
87.0,1.92, {'volleyball player'}
56.0,1.63, {'cyclist'}
80.0,1.93, {'volleyball player'}
86.184,1.8542, {'basketball player'}
49.0,1.6, {'other'}
58.0,1.72, {'other'}
43.0,1.52, {'other'}
62.1432,1.7526, {'hockey player'}
56.0,1.73, {'volleyball player'}
50.0,1.7, {'other'}
57.0,1.71, {'other'}
53.0,1.72, {'other'}
75.0,1.86, {'volleyball player'}
79.0,1.86, {'other'}
56.0,1.6, {'other'}
52.0,1.67, {'swimmer'}
59.0,1.64, {'other'}
62.1432,1.6256, {'other'}
78.9264,1.7018, {'hockey player'}
55.0,1.7, {'swimmer'}
60.0,1.75, {'swimmer'}
62.0,1.71, {'tennis player'}
86.0,1.78, {'other'}
66.0,1.71, {'other'}
68.0,1.74, {'swimmer'}
72.1224,1.905, {'basketball player'}
64.8648,1.7272, {'hockey player'}
69.0,1.79, {'volleyball player'}
42.0,1.53, {'other'}
68.9472,1.6764000000000001, {'hockey player'}
69.0,1.78, {'volleyball player'}
54.432,1.524, {'other'}
61.0,1.75, {'swimmer'}
61.0,1.72, {'tennis player'}
76.0,1.81, {'handball player'}
66.0,1.84, {'volleyball player'}
48.0,1.59, {'other'}
70.0,1.8, {'swimmer'}
54.0,1.69, {'other'}
53.0,1.63, {'swimmer'}
66.0,1.8, {'swimmer'}
54.0,1.6, {'other'}
60.0,1.68, {'swimmer'}
63.504,1.7018, {'martial artist'}
72.0,1.86, {'other'}
67.0,1.84, {'volleyball player'}
58.0,1.79, {'swimmer'}
61.0,1.73, {'handball player'}
78.0,1.76, {'handball player'}
55.0,1.73, {'swimmer'}
58.0,1.73, {'badminton player'}
42.0,1.5, {'other'}
64.0,1.73, {'cyclist'}
55.0,1.65, {'other'}
74.0,1.91, {'volleyball player'}
54.0,1.524, {'swimmer'}
55.02168,1.5748000000000002, {'other'}
49.0,1.62, {'other'}
66.0,1.7, {'other'}
63.504,1.68, {'tennis player'}
77.0,1.79, {'swimmer'}
62.0,0.0, {'tennis player'}
66.0,1.82, {'volleyball player'}
60.0,1.75, {'swimmer'}
62.0,1.7, {'hockey player'}
63.0,1.81, {'swimmer'}
53.0,1.6, {'cyclist'}
77.112,1.778, {'hockey player'}
63.0504,1.524, {'swimmer'}
63.0,1.76, {'other'}
67.0,1.8, {'other'}
53.0,1.67, {'other'}
58.0,1.66, {'other'}
55.0,1.64, {'cyclist'}
61.0,1.69, {'other'}
57.0,1.68, {'other'}
70.0,1.96, {'volleyball player'}
54.0,1.67, {'diver'}
65.0,1.7, {'cyclist'}
68.0,1.7, {'other'}
56.0,1.7, {'other'}
64.0,1.76, {'rower'}
66.0,1.66, {'other'}
65.772,1.524, {'water polo player'}
64.0,1.69, {'other'}
77.112,1.778, {'hockey player'}
57.6072,1.524, {'cyclist'}
50.0,1.58, {'other'}
78.9264,1.7272, {'other'}
61.0,1.7, {'volleyball player'}
69.8544,1.7272, {'hockey player'}
70.7616,1.524, {'other'}
58.968,1.6002, {'wrestler'}
68.04,1.651, {'hockey player'}
77.0,1.76, {'other'}
60.0,1.66, {'swimmer'}
63.0,1.75, {'pentathlete'}
57.0,1.68, {'other'}
63.0,1.65, {'rower'}
67.1328,1.7018, {'other'}
62.0,1.57, {'tennis player'}
70.0,1.82, {'volleyball player'}
77.0,1.78, {'volleyball player'}
63.0,1.65, {'boxer'}
53.0,1.63, {'tennis player'}
87.99839999999999,1.8796, {'other'}
52.0,1.67, {'other'}
54.0,1.67, {'other'}
67.0,1.7, {'other'}
57.0,1.61, {'other'}
77.112,1.8796, {'hockey player'}
75.0,1.65, {'weightlifter'}
85.0,1.93, {'rower'}
97.524,2.0574, {'basketball player'}
99.3384,1.8034, {'other'}
74.844,1.8288, {'other'}
91.17360000000001,1.8542, {'hockey player'}
105.0,2.01, {'volleyball player'}
94.80239999999999,1.8796, {'other'}
102.06,2.0574, {'basketball player'}
82.0,1.75, {'rugby player'}
65.0,1.69, {'cyclist'}
85.0,1.87, {'rower'}
113.4,2.08915, {'basketball player'}
106.596,2.0574, {'basketball player'}
108.864,2.00025, {'basketball player'}
94.0,2.0, {'volleyball player'}
94.0,1.88, {'rower'}
99.792,2.0066, {'basketball player'}
103.0,1.86, {'rugby player'}
118.8432,2.1717, {'basketball player'}
115.0,2.11, {'basketball player'}
81.19439999999999,1.778, {'hockey player'}
85.27680000000001,1.8542, {'basketball player'}
86.184,1.8542, {'other'}
79.8336,1.8542, {'hockey player'}
120.0,2.0, {'rugby player'}
62.5968,1.524, {'other'}
84.8232,1.8288, {'other'}
91.0,1.8, {'rugby player'}
64.0,1.6, {'table tennis player'}
95.256,1.8034, {'basketball player'}
70.0,1.75, {'swimmer'}
79.38,1.8034, {'hockey player'}
106.596,2.0574, {'basketball player'}
83.916,1.8796, {'basketball player'}
145.152,1.9558, {'other'}
88.452,1.8288, {'hockey player'}
79.8336,1.778, {'other'}
111.132,2.032, {'basketball player'}
61.236,1.7272, {'martial artist'}
91.17360000000001,1.8796, {'other'}
95.2543977,1.8288, {'rugby player'}
97.524,2.032, {'basketball player'}
102.06,1.8288, {'other'}
110.0,2.0, {'rugby player'}
86.184,1.9812, {'basketball player'}
83.916,1.8542, {'hockey player'}
95.70960000000001,2.0066, {'basketball player'}
90.72,1.8542, {'other'}
87.0912,1.8288, {'hockey player'}
86.184,1.8542, {'basketball player'}
67.0,1.75, {'cyclist'}
68.0,1.61, {'other'}
110.0,1.93, {'rugby player'}
73.0296,1.8288, {'other'}
92.988,2.0574, {'basketball player'}
86.184,1.7526, {'other'}
80.0,1.78, {'rugby player'}
114.7608,2.0827999999999998, {'basketball player'}
92.988,1.7018, {'other'}
76.2048,1.8034, {'hockey player'}
65.0,1.81, {'cyclist'}
98.0,1.88, {'rugby player'}
92.53439999999999,1.9812, {'basketball player'}
83.916,1.8034, {'hockey player'}
113.4,1.8796, {'wrestler'}
88.90410451999999,1.905, {'rugby player'}
111.0,1.93, {'rugby player'}
77.112,1.8288, {'swimmer'}
100.0,1.79, {'rugby player'}
69.0,1.74, {'other'}
93.0,1.82, {'rugby player'}
99.792,2.0066, {'basketball player'}
82.0,1.82, {'rugby player'}
111.0,1.91, {'rugby player'}
92.988,2.0066, {'basketball player'}
61.6896,1.524, {'hockey player'}
102.0,1.96, {'rugby player'}
68.0,1.8, {'cyclist'}
104.328,2.032, {'basketball player'}
82.5552,1.8542, {'basketball player'}
97.524,1.905, {'martial artist'}
83.916,1.905, {'basketball player'}
87.0912,1.8542, {'hockey player'}
117.936,1.9557999999999998, {'martial artist'}
65.772,1.7272, {'martial artist'}
