Weight, Height
104781.6,1.9304
74844.0,1.778
83916.0,1.8034
88905.6,1.8288
70000.0,1.88
85000.0,1.92
111132.0,2.0827999999999998
83916.0,1.8542
91173.6,1.905
86637.6,1.8288
83916.0,1.8542
90000.0,1.88
92080.8,1.8542
