Weight, Height
96000.0,1.83
121000.0,1.89
88452.0,1.8034
89000.0,1.9
86184.0,1.8288
96163.2,1.9304
82000.0,1.88
83916.0,1.8288
92080.8,1.8796
83008.8,1.7526
90720.0,1.905
95000.0,1.91
104000.0,1.93
92988.0,1.9812
72576.0,1.8034
97000.0,1.95
79380.0,1.778
96163.2,1.905
104328.0,2.032
91000.0,1.85
74000.0,1.79
90266.4,1.8796
102000.0,1.8
86184.0,1.7526
90000.0,1.78
106000.0,1.85
92000.0,1.73
104000.0,1.8
90720.0,1.8542
83462.4,1.8288
90000.0,1.9
79380.0,1.7018
77112.0,1.8288
86000.0,1.86
113000.0,1.88
87091.2,1.8288
90720.0,1.8288
78472.8,1.7272
86184.0,1.8542
102000.0,1.93
99792.0,2.1336
127005.8636,1.9557999999999998
97524.0,1.8796
92988.0,1.8542
102000.0,2.08
110000.0,1.88
117000.0,1.83
86000.0,1.956
94000.0,1.8
99792.0,1.9812
83916.0,1.8034
77112.0,1.778
80000.0,1.78
65772.0,1.7272
142884.0,2.0066
107956.8,1.8542
109771.2,2.0827999999999998
99792.0,1.905
83916.0,1.8288
77112.0,1.8288
107956.8,1.8796
83916.0,1.778
95000.0,1.83
86000.0,1.78
95256.0,1.8034
79380.0,1.8288
['94802.4', '94800.0'],2.032
105000.0,1.8288
84823.2,1.7526
90720.0,1.8796
61236.0,1.7018
82101.6,1.8034
110678.4,2.0066
83916.0,1.778
81648.0,1.778
83916.0,1.778
80740.8,1.7526
79000.0,1.9
94348.8,1.9812
129276.0,1.9304
68000.0,1.89
108864.0,2.1082
81648.0,1.778
77112.0,1.8542
104328.0,1.8288
81648.0,1.8542
86184.0,1.778
111132.0,2.032
79380.0,1.778
91000.0,1.8
87998.4,1.8542
80000.0,1.78
96616.8,1.778
68040.0,1.7526
84823.2,1.905
113400.0,1.9812
77112.0,1.8034
106142.4,2.0574
74844.0,1.778
97524.0,1.9558
115668.0,2.1336
65772.0,1.7272
90720.0,2.0066
83916.0,1.8034
88905.6,1.778
92988.0,1.8542
100000.0,1.88
99792.0,1.905
74844.0,1.524
77112.0,1.8288
88452.0,1.9304
95709.6,1.9304
89812.8,1.8796
90720.0,1.8796
99792.0,2.032
90720.0,1.8542
93441.6,1.8542
85730.4,1.8034
91173.6,1.8796
88000.0,1.78
91173.6,1.905
83008.8,1.8542
77112.0,1.778
89000.0,1.83
74800.0,1.85
77112.0,1.778
78926.4,1.8796
89812.8,1.9304
88452.0,1.9812
63504.0,1.8034
99792.0,1.8288
77112.0,1.8542
74844.0,1.778
86184.0,1.905
73029.6,1.7272
80740.8,1.7018
89359.2,1.8542
90720.0,1.905
97524.0,1.9304
67132.8,1.524
90720.0,1.778
115214.4,2.0574
78019.2,1.778
74844.0,1.8034
70308.0,1.7018
114000.0,1.96
79380.0,1.778
82101.6,1.8034
68040.0,1.7272
88452.0,1.778
65772.0,1.6764000000000001
95709.6,1.8542
79380.0,1.7526
79380.0,1.8288
88000.0,1.84
84369.6,1.8034
72122.4,1.7526
92534.4,1.9812
130000.0,1.9
86184.0,1.8288
86184.0,1.9558
77000.0,1.78
79000.0,1.73
73936.8,1.524
80000.0,1.85
91000.0,1.96
83916.0,1.8542
109771.2,1.9304
111585.6,1.9304
82500.0,1.83
94802.4,1.905
72000.0,1.69
72576.0,1.6764000000000001
77112.0,1.7272
57000.0,1.7
82555.2,1.8034
133812.0,1.8542
94348.8,1.905
81648.0,1.8288
81648.0,1.8288
93000.0,1.8
96163.2,1.905
89812.8,1.905
92988.0,1.8796
124286.4,2.0066
83916.0,1.8288
71668.8,1.524
105688.8,1.8542
95000.0,1.86
70308.0,1.7018
95000.0,1.91
72576.0,1.524
84823.2,1.778
99792.0,1.905
79380.0,1.905
117936.0,1.9304
70000.0,1.78
96163.2,2.0574
104000.0,1.8
81648.0,1.778
86184.0,1.8034
106596.0,1.9812
105000.0,1.9
81648.0,1.905
79000.0,1.73
83916.0,1.8034
79380.0,1.778
87091.2,1.8542
77112.0,1.7272
83916.0,1.905
83916.0,1.8542
95000.0,1.88
108000.0,1.85
81648.0,1.778
114000.0,1.85
90720.0,1.905
89000.0,1.83
88000.0,1.99
81648.0,1.8542
93000.0,1.78
86637.6,1.8034
91000.0,1.75
77112.0,1.7526
89000.0,1.85
84369.6,1.8034
95256.0,1.9304
102060.0,2.0066
90720.0,1.8542
65772.0,1.778
86184.0,1.8034
88500.0,1.91
79833.6,1.8034
73029.6,1.7272
67000.0,1.68
80000.0,1.89
102513.6,1.8288
103420.8,1.778
92534.4,1.8288
55000.0,1.62
101000.0,1.93
86184.0,1.7526
106596.0,2.032
117936.0,2.1082
86637.6,1.778
99792.0,2.032
142884.0,1.9558
78472.8,1.8542
110000.0,1.83
117482.4,1.905
83916.0,1.8034
108864.0,1.778
83916.0,1.778
97524.0,1.8796
99792.0,2.0574
95256.0,1.8796
81194.4,1.778
89812.8,1.8796
103874.4,1.905
67000.0,1.72
127008.0,1.8796
87091.2,1.8796
106596.0,2.0574
96000.0,1.75
86184.0,1.9812
83916.0,1.8542
77112.0,1.8034
110678.4,1.905
112492.8,2.0066
115668.0,2.0574
89000.0,1.8
90720.0,1.8288
88452.0,2.032
81648.0,1.8034
107049.6,1.905
80740.8,1.8034
77112.0,1.8034
76000.0,1.72
151502.4,1.905
95254.3977,1.524
83916.0,1.8034
101606.4,1.905
87544.8,1.8542
89359.2,1.8034
86184.0,1.8796
66000.0,1.63
92988.0,1.8542
74844.0,1.778
88452.0,1.9304
94802.4,1.905
81648.0,1.8034
83916.0,1.778
83916.0,1.8796
74844.0,1.778
88000.0,1.9
88000.0,1.9
107956.8,1.8288
109771.2,1.905
104328.0,1.905
92534.4,1.905
117028.8,1.9304
75000.0,1.87
83000.0,1.75
81648.0,1.9557999999999998
79380.0,1.778
81648.0,1.778
79380.0,1.7272
78699.6,1.8288
145152.0,1.905
95000.0,1.83
84823.2,1.905
92080.8,1.778
97524.0,1.9558
88452.0,1.8542
90720.0,1.8542
81648.0,1.8034
91627.2,1.8034
91627.2,1.8542
83916.0,1.9304
88905.6,1.8034
84823.2,1.778
89359.2,1.8796
79380.0,1.8796
97524.0,1.8542
117936.0,2.159
83916.0,1.778
84823.2,1.8034
65318.4,1.7272
67132.8,1.6256
56700.0,1.7018
61000.0,1.65
72122.4,1.7526
59875.2,1.7272
64000.0,1.8
60000.0,1.75
74844.0,1.8796
79833.6,2.032
85000.0,1.72
82000.0,1.76
71000.0,1.85
66000.0,1.88
79380.0,1.8034
108400.0,1.98
104328.0,2.0827999999999998
101604.69088,1.524
68000.0,1.77
87000.0,1.8
113400.0,2.032
111132.0,1.8796
109771.2,1.7272
79380.0,1.7526
47174.4,1.524
63504.0,1.8288
64864.8,1.6256
60000.0,1.72
48000.0,1.58
67000.0,1.55
73000.0,1.85
68040.0,1.778
83916.0,1.8034
76000.0,1.86
77112.0,1.8542
79380.0,1.778
68000.0,1.85
62000.0,1.77
60000.0,1.67
64000.0,1.73
69000.0,1.8
60000.0,1.8
73483.2,1.8288
58000.0,1.61
77112.0,1.8034
70761.6,1.7526
48000.0,1.6
61000.0,1.7
73000.0,1.79
68947.2,1.7272
66000.0,1.73
70000.0,1.73
74844.0,1.6002
63000.0,1.75
55000.0,1.67
59000.0,1.63
81000.0,1.91
92988.0,2.0574
77000.0,1.84
63504.0,1.524
52164.0,1.6002
111132.0,2.0827999999999998
66000.0,1.84
77112.0,1.7526
83916.0,1.8796
86637.6,1.8542
76204.8,1.7526
88000.0,1.94
77112.0,1.8796
82000.0,1.79
94802.4,1.8542
83916.0,1.8288
86184.0,1.8542
82101.6,1.8288
101152.8,1.8542
111132.0,2.0827999999999998
93000.0,1.78
88905.6,1.905
95256.0,1.9558
81648.0,1.8288
83916.0,1.778
104000.0,1.89
95256.0,1.8796
77112.0,1.8542
98431.2,1.8542
83916.0,1.8288
117000.0,2.04
170100.0,2.0066
77000.0,1.7
54432.0,0.9144
92080.8,1.9558
118000.0,1.83
103000.0,1.92
83916.0,1.8034
101000.0,2.05
68000.0,1.82
79380.0,1.8288
117482.4,1.8542
103000.0,1.83
127008.0,2.032
87544.8,1.9304
85000.0,1.83
118000.0,1.84
59000.0,1.71
58000.0,1.79
70000.0,1.8
88000.0,1.82
57000.0,1.68
100000.0,1.78
68000.0,1.77
91000.0,1.83
124740.0,2.1336
88452.0,1.9558
52164.0,1.524
57153.6,1.524
66000.0,1.75
67000.0,1.75
63504.0,1.8034
73000.0,1.78
185000.0,1.8796
88452.0,1.905
70308.0,1.651
83008.8,1.8542
71000.0,1.83
84369.6,1.8288
90266.4,1.8796
99338.4,1.8796
62000.0,1.7
60000.0,1.73
63000.0,1.7
110000.0,1.89
88452.0,1.905
83916.0,1.8542
86184.0,1.8288
83916.0,1.8288
129276.0,1.9558
81648.0,1.8288
79380.0,1.778
104781.6,2.0066
82555.2,1.7526
90720.0,2.0066
72576.0,1.7018
80740.8,1.8034
79833.6,1.8034
62143.2,1.7018
70000.0,1.73
132451.2,1.9558
90720.0,1.8542
81648.0,1.8034
81648.0,1.8288
76000.0,1.79
71668.8,1.8542
89000.0,1.8288
88452.0,1.905
115000.0,1.8
71215.2,1.778
83916.0,1.8542
86184.0,1.8034
92988.0,1.905
103000.0,2.0066
102060.0,2.032
78019.2,1.9558
73029.6,1.8288
86184.0,1.7526
83916.0,1.8542
76000.0,1.73
106142.4,1.9812
99792.0,1.8796
83008.8,1.8542
96163.2,1.7526
73029.6,1.8288
88000.0,1.78
81648.0,1.8288
83916.0,1.778
90720.0,1.8288
70000.0,1.75
78926.4,1.8288
104328.0,2.0827999999999998
81648.0,1.7526
92988.0,1.8796
81648.0,1.778
70000.0,1.8
81648.0,1.905
102000.0,1.89
68040.0,1.7526
91000.0,1.8
92988.0,1.8288
106000.0,1.77
106596.0,1.8542
94000.0,1.85
77112.0,1.8288
93000.0,1.84
79380.0,1.7526
88905.6,1.905
86000.0,1.83
70000.0,1.78
95256.0,2.032
120204.0,1.9304
84000.0,1.82
85276.8,1.9558
88904.10452,1.8034
81648.0,1.8796
79380.0,1.7526
105000.0,1.93
87091.2,1.778
88452.0,1.8542
104328.0,1.905
92988.0,1.905
113853.6,1.9812
140616.0,1.9558
92988.0,1.9304
128368.8,['1.9812', '2.032']
120000.0,1.89
75000.0,1.73
50000.0,1.61
62000.0,1.73
54000.0,1.6
80000.0,1.81
80000.0,1.81
72000.0,1.85
99792.0,1.8796
95256.0,2.032
73000.0,1.77
92988.0,2.0574
82101.6,1.778
80740.8,1.7018
50000.0,1.65
90000.0,1.99
77112.0,1.8288
70000.0,1.66
80000.0,1.87
85276.8,1.8288
72000.0,1.82
89812.8,1.8034
84000.0,1.82
63000.0,1.74
110000.0,1.85
65772.0,1.7526
76000.0,1.9
76204.8,1.778
67000.0,1.83
94000.0,1.94
120204.0,1.524
83916.0,1.7526
127008.0,1.8288
82000.0,1.7
77000.0,1.8
95256.0,1.8796
78000.0,1.84
67000.0,1.76
77112.0,1.8034
69000.0,1.73
122472.0,2.2098
86170.0,1.8
122472.0,1.8796
123379.2,1.9304
80000.0,1.83
86184.0,1.8288
99792.0,1.9558
65772.0,0.0
149688.0,1.9304
77112.0,1.905
77112.0,1.8288
102000.0,1.83
99792.0,1.8796
105688.8,1.9304
95256.0,2.0066
77112.0,1.8034
95256.0,1.8796
100000.0,1.78
88452.0,1.778
76204.8,1.8288
61236.0,1.7272
131544.0,1.9812
83916.0,1.524
58000.0,1.69
90720.0,1.778
113400.0,2.0574
81648.0,1.8288
102060.0,1.905
90720.0,1.8542
79380.0,1.7526
79380.0,1.778
102060.0,1.9812
113000.0,1.91
95256.0,1.8796
92988.0,1.9558
61236.0,1.7526
94000.0,1.8
79380.0,1.7526
94348.8,1.8542
92000.0,1.92
81648.0,1.778
77112.0,1.8034
98000.0,2.01
86184.0,1.8542
79380.0,1.778
83916.0,1.8034
88452.0,1.8288
96616.8,1.8796
88452.0,1.8288
90720.0,1.8796
101152.8,1.8796
97524.0,1.9812
88452.0,1.8034
92988.0,1.8796
86184.0,1.778
99792.0,1.9304
113000.0,1.92
97977.6,1.8542
92988.0,1.905
82000.0,1.7
107000.0,1.88
137894.4,1.9304
134719.2,1.905
91173.6,1.8288
87091.2,1.8034
141976.8,1.8542
94802.4,1.905
99792.0,1.8542
77112.0,1.8288
113400.0,1.8796
79833.6,1.8288
92988.0,1.8542
70000.0,1.74
78926.4,1.8034
75000.0,1.84
88452.0,1.8034
97524.0,1.905
86184.0,1.8288
88452.0,1.9558
77112.0,1.7526
81648.0,1.7018
90720.0,1.8034
89000.0,1.79
100000.0,1.83
86637.6,1.8542
110000.0,1.85
108864.0,1.8542
114307.2,2.0574
131544.0,2.1336
103420.8,2.0574
94348.8,1.9558
81648.0,1.905
92534.4,1.8796
106000.0,1.91
74844.0,1.8542
92080.8,1.9812
83462.4,1.905
108000.0,1.88
103000.0,1.93
90000.0,1.84
77112.0,1.8288
92988.0,1.8542
81648.0,1.524
90720.0,1.8288
81648.0,1.8288
95000.0,1.83
86000.0,1.75
99792.0,1.8796
95000.0,1.95
92988.0,1.905
83008.8,1.8288
118000.0,2.03
83916.0,1.8796
68040.0,1.778
66225.6,1.7272
90000.0,1.83
115000.0,1.96
86184.0,1.905
110000.0,1.96
90000.0,1.83
105000.0,1.83
87000.0,1.8
102060.0,1.8542
97000.0,1.9
79000.0,1.78
63000.0,1.76
102060.0,2.0066
78019.2,1.78
79380.0,1.8288
98000.0,1.86
83916.0,1.905
88000.0,1.9
65000.0,1.75
69500.0,1.74
80740.8,1.8288
86200.0,1.83
70308.0,1.7272
72576.0,1.778
127008.0,1.9812
83916.0,1.905
117936.0,1.8796
120204.0,2.0066
81648.0,1.905
104328.0,1.9558
79380.0,1.905
65772.0,1.6764000000000001
70308.0,1.7018
86184.0,2.0066
90720.0,1.778
97524.0,2.032
99792.0,1.8034
90720.0,1.9304
70308.0,1.524
77112.0,1.778
93895.2,1.8288
95256.0,1.9812
68040.0,1.7018
72576.0,1.778
87091.2,1.8288
88452.0,1.905
86184.0,1.8288
90720.0,1.8542
74844.0,1.6764000000000001
95256.0,1.9812
81648.0,1.9558
97524.0,1.9812
99792.0,2.032
83916.0,1.8288
91173.6,1.8796
95256.0,1.8796
77112.0,1.778
86184.0,1.8542
76204.8,1.7272
60782.4,1.7272
97524.0,1.8034
63957.6,1.524
79380.0,1.8034
96163.2,1.9304
78926.4,1.7526
79380.0,1.8034
106596.0,1.905
105235.2,1.8034
65772.0,1.7018
102060.0,1.8034
102967.2,1.8796
143791.2,1.8542
117936.0,1.8542
97000.0,1.83
112039.2,1.8542
78000.0,1.79
127008.0,1.905
122000.0,1.87
102000.0,2.06
82000.0,1.76
51000.0,1.64
89812.8,1.905
99792.0,1.8288
135626.4,1.8796
113400.0,0.0
91000.0,1.7
117936.0,1.8796
122472.0,1.7272
79380.0,1.778
104328.0,2.032
81648.0,1.8034
67000.0,1.8
92000.0,1.78
117482.4,1.9557999999999998
88452.0,1.8034
77112.0,1.778
68000.0,1.77
73000.0,1.75
81000.0,1.85
99792.0,2.032
90000.0,1.81
63000.0,1.74
68000.0,1.74
57000.0,1.8
102060.0,2.0574
105000.0,1.82
95000.0,1.87
105000.0,1.9
78000.0,1.79
91173.6,1.8288
81648.0,1.8288
88905.6,1.8796
99792.0,1.8288
81648.0,1.7526
85000.0,1.84
97000.0,1.95
95256.0,2.0574
83916.0,1.8034
95256.0,1.8288
96163.2,2.032
70308.0,1.7272
78019.2,1.778
83916.0,1.905
104328.0,2.0827999999999998
81648.0,1.9558
84369.6,1.8034
74844.0,1.778
100000.0,1.85
90720.0,1.9558
83916.0,1.8288
83916.0,1.8288
113000.0,1.85
72576.0,1.8034
118843.2,1.8796
92988.0,1.9304
79000.0,1.83
87000.0,1.73
75297.6,1.778
79380.0,1.8288
73936.8,1.8542
108864.0,1.8034
82101.6,1.8034
78000.0,1.78
102060.0,2.0574
74844.0,1.83
102060.0,1.9558
99792.0,1.8542
86184.0,1.8034
91000.0,1.88
86184.0,1.8034
61000.0,1.7
85000.0,1.7
113400.0,1.9558
86184.0,1.9558
97524.0,2.032
81648.0,1.8288
95000.0,1.75
86184.0,1.905
61000.0,1.75
92988.0,1.778
92000.0,1.83
122472.0,2.1336
86184.0,1.778
96163.2,1.8542
88452.0,1.905
88452.0,1.8542
83916.0,1.8288
144244.8,1.9558
94802.4,1.9558
91173.6,1.778
84823.2,1.8542
61000.0,1.66
89812.8,1.8796
83000.0,1.74
72000.0,1.86
55000.0,1.7
46000.0,1.57
89000.0,1.73
75000.0,1.76
61000.0,1.72
63000.0,1.78
83008.8,1.8288
80000.0,1.96
94802.4,1.8542
74000.0,1.87
67000.0,1.63
104000.0,1.76
80000.0,1.88
90720.0,1.778
81500.0,1.88
104328.0,1.8542
98884.8,2.032
106596.0,1.8542
92988.0,2.0574
79380.0,1.8796
95256.0,1.8796
85276.8,1.8288
83916.0,1.778
95709.6,1.8542
87091.2,1.778
83916.0,1.8542
95256.0,1.905
81648.0,1.905
80740.8,1.778
83916.0,1.8288
115000.0,1.9
99792.0,1.8034
112000.0,1.81
86184.0,1.8796
82553.81134,1.8034
98884.8,1.8034
112946.4,2.1082
81000.0,1.88
70000.0,1.85
81648.0,1.7018
68040.0,1.7272
79380.0,1.8288
96163.2,1.905
82555.2,1.778
129729.6,1.8796
86184.0,1.778
87998.4,1.8796
102000.0,1.98
96000.0,1.86
61000.0,1.73
145000.0,1.93
75000.0,1.8
90000.0,1.9
72000.0,1.83
63000.0,1.75
110000.0,1.85
84000.0,1.8
81648.0,1.8288
67000.0,1.8
54000.0,1.57
66000.0,1.7
61000.0,1.77
64864.8,1.75
138390.0,1.75
72000.0,1.77
48000.0,1.56
61000.0,1.8
75000.0,1.9
95000.0,2.03
57000.0,1.66
81000.0,1.88
80000.0,1.85
85000.0,1.85
83000.0,1.84
69854.4,1.7272
64000.0,1.73
67132.8,1.7018
95256.0,2.0066
65772.0,1.7526
84000.0,1.91
61000.0,1.651
104328.0,2.032
75000.0,1.85
70000.0,1.7
94802.4,1.8796
63000.0,1.7
75000.0,1.83
63000.0,1.72
105000.0,1.75
69000.0,1.73
93000.0,2.02
124000.0,2.02
64000.0,1.79
92988.0,1.8542
113400.0,2.032
120000.0,1.91
93441.6,1.8288
83916.0,1.778
69000.0,1.79
79380.0,1.524
92500.0,1.87
89359.2,1.8288
90720.0,1.9812
111132.0,2.032
66225.6,1.778
108000.0,1.99
83916.0,1.9558
125193.6,2.0574
78000.0,1.9
99792.0,2.032
96000.0,1.86
77000.0,1.524
86000.0,1.75
80000.0,1.75
77112.0,1.8288
68000.0,1.75
76000.0,1.81
108864.0,2.032
107000.0,1.92
133812.0,1.9558
82000.0,1.73
80287.2,1.6764000000000001
68040.0,1.6764000000000001
91627.2,1.905
67000.0,1.65
109771.2,1.8034
102060.0,2.0827999999999998
83462.4,1.8288
104328.0,2.0827999999999998
72576.0,1.8542
90720.0,1.9304
['69853.22498', '4082.4'],1.524
153316.8,1.9304
63504.0,1.7018
104000.0,2.05
79380.0,1.905
97524.0,2.1082
79380.0,1.778
89812.8,1.8796
88500.0,1.88
92000.0,1.86
75000.0,1.92
54432.0,1.8034
72576.0,1.7272
62000.0,1.8
106596.0,1.9558
73483.2,1.6764000000000001
90000.0,1.85
83916.0,1.778
149688.0,1.9812
81648.0,1.8288
90720.0,1.8288
65772.0,1.6764000000000001
74844.0,1.524
95256.0,1.905
84369.6,1.8288
104328.0,1.8542
86184.0,1.8796
90000.0,1.83
94348.8,1.8288
86184.0,1.9558
120000.0,1.85
97524.0,1.9304
90720.0,1.905
101152.8,1.9304
70308.0,1.778
77112.0,1.8034
88452.0,1.8542
84823.2,1.8034
120000.0,1.8288
79380.0,1.8034
99792.0,1.905
94000.0,1.83
72576.0,1.8796
112000.0,1.99
130000.0,1.85
54000.0,1.54
94000.0,1.79
82553.81134,1.8542
79833.6,1.8288
108000.0,1.88
112946.4,1.8796
83000.0,1.76
79833.6,1.8288
88452.0,1.8288
68040.0,1.6764000000000001
86000.0,1.78
96000.0,1.85
83916.0,1.8288
84823.2,1.9304
90720.0,1.8288
83462.4,1.8796
97524.0,1.905
95256.0,1.8288
120000.0,1.9
77112.0,1.7018
83916.0,1.905
117000.0,2.03
86000.0,1.8
97000.0,1.88
129276.0,2.0066
76000.0,1.78
65000.0,1.85
99338.4,2.032
82553.81134,1.8034
108864.0,1.9304
72576.0,1.7526
79380.0,1.9558
86000.0,1.83
93000.0,1.83
95256.0,1.905
95256.0,2.032
83916.0,1.8542
76204.8,1.7526
102060.0,1.905
75000.0,1.86
107954.98406,1.778
104328.0,2.032
68040.0,1.6764000000000001
61236.0,1.6002
105235.2,2.1082
92000.0,1.83
74390.4,1.778
104000.0,1.92
86184.0,1.8796
86184.0,1.8796
88905.6,1.9304
102513.6,1.9558
79380.0,1.778
92534.4,1.8288
107954.98406,1.8288
86184.0,1.8796
61000.0,1.68
78472.8,1.7526
87998.4,1.905
61000.0,1.74
60000.0,1.62
62000.0,1.72
78000.0,1.84
69000.0,1.62
67132.8,1.8288
64000.0,1.73
82000.0,1.75
93000.0,1.85
58000.0,1.75
65772.0,1.8288
65000.0,1.78
65000.0,1.65
82000.0,1.8
75000.0,1.75
86000.0,1.82
61236.0,1.7272
104328.0,1.9304
51000.0,1.65
90720.0,1.8542
82101.6,1.8542
66225.6,1.8034
61236.0,1.7018
94802.4,2.0066
42184.8,2.032
90000.0,1.93
100000.0,1.85
110000.0,1.8
92988.0,1.8796
74844.0,1.7272
97524.0,2.0066
97000.0,1.88
90720.0,1.8288
88452.0,1.905
117936.0,1.9304
114307.2,1.905
93000.0,1.81
112492.8,1.8796
116575.2,1.8288
74844.0,1.778
83916.0,1.905
83916.0,1.8796
54432.0,1.6256
65000.0,1.79
84000.0,1.9
115668.0,1.8796
95256.0,1.905
105000.0,1.85
100699.2,1.8034
59421.6,1.524
83916.0,1.9304
108864.0,1.905
102060.0,1.7526
103874.4,1.8034
80287.2,1.7526
65000.0,1.8
69854.4,1.8542
99792.0,1.8034
102060.0,1.9304
79380.0,1.7526
77000.0,1.94
72000.0,1.78
84142.8,1.8542
73000.0,1.8
64411.2,1.7272
61689.6,1.7272
99792.0,2.0574
111132.0,2.159
53978.4,1.524
69854.4,1.8034
72000.0,1.78
83916.0,1.778
90000.0,1.87
52000.0,1.62
72000.0,1.7
62000.0,1.7
59000.0,1.65
72000.0,1.8
62000.0,1.8
90720.0,1.9558
65000.0,1.73
80000.0,1.87
86184.0,1.8796
85000.0,1.85
72000.0,1.82
85000.0,1.88
58000.0,1.7
75000.0,1.84
80000.0,1.87
85000.0,2.01
68000.0,1.82
59000.0,1.66
92534.4,1.9812
78000.0,1.95
68000.0,1.73
54000.0,1.63
47000.0,1.58
55000.0,1.71
70000.0,1.78
79000.0,1.88
82000.0,1.84
72000.0,1.77
73000.0,1.74
56000.0,1.67
67000.0,1.78
69000.0,1.79
59875.2,1.77
58000.0,1.58
74000.0,1.91
76000.0,1.82
65000.0,1.8
89000.0,1.94
86637.6,1.905
73000.0,1.79
47000.0,1.58
62000.0,1.66
49896.0,1.524
76204.8,1.6764000000000001
54000.0,1.68
106596.0,2.1082
58968.0,1.6764000000000001
88452.0,1.905
59000.0,1.73
69854.4,1.7526
81648.0,1.8796
65772.0,1.6764000000000001
54432.0,1.651
72000.0,1.71
105000.0,1.83
74844.0,1.9304
96616.8,1.8034
84000.0,1.74
88452.0,1.8034
81000.0,1.74
62143.2,1.778
105235.2,1.8542
79833.6,1.524
90720.0,1.8796
97977.6,1.8796
96163.2,1.9812
92988.0,1.8034
73483.2,1.8034
85000.0,1.89
60000.0,1.68
63000.0,1.65
101604.69088,1.8288
109000.0,2.02
100000.0,1.85
70000.0,1.74
61000.0,1.7
86184.0,1.9304
105000.0,1.94
72576.0,1.7526
68040.0,1.7018
106596.0,1.8542
57000.0,1.66
85000.0,1.84
51000.0,1.67
57000.0,1.67
58000.0,1.72
65000.0,1.7
65000.0,1.84
90000.0,1.76
73000.0,1.76
71668.8,1.7907
102060.0,2.0574
79380.0,1.8288
74844.0,1.8034
72576.0,1.8034
79833.6,1.7272
98884.8,1.8034
57153.6,1.6764000000000001
77112.0,1.6764000000000001
81648.0,1.8288
81648.0,1.8542
88452.0,1.7526
86184.0,1.8796
68000.0,1.76
77100.0,1.9
85276.8,1.8288
64000.0,1.68
53000.0,1.58
66000.0,1.72
117936.0,0.0
92988.0,1.8288
120204.0,2.159
72000.0,1.74
87000.0,1.65
61000.0,1.78
55000.0,1.6
45000.0,1.42
52000.0,1.58
70000.0,1.8
104000.0,1.8
113400.0,1.8288
115668.0,1.9304
61000.0,1.63
80000.0,1.8
106596.0,2.0827999999999998
78926.4,1.905
95256.0,1.8034
71000.0,1.72
74844.0,1.8542
80000.0,1.73
56000.0,1.7373600000000002
77112.0,1.778
98884.8,1.8288
79380.0,1.9304
111585.6,1.8542
77000.0,1.82
97524.0,1.8796
81648.0,1.8288
48000.0,1.65
70000.0,1.8
90720.0,1.9304
95256.0,1.8796
68040.0,1.778
60000.0,1.75
58000.0,1.6
64000.0,1.71
55000.0,1.68
75000.0,1.89
66225.6,1.524
61000.0,1.65
57000.0,1.69
53000.0,1.63
54000.0,1.55
53000.0,1.68
75000.0,1.78
54000.0,1.67
70000.0,1.75
72000.0,1.7
80740.8,1.7526
68000.0,1.76
65000.0,1.69
86184.0,1.8796
72000.0,1.74
46000.0,1.57
80000.0,1.8
62000.0,1.65
62000.0,1.69
76000.0,1.72
165000.0,0.0
80000.0,1.95
56000.0,1.65
78000.0,1.76
56000.0,1.66
88452.0,2.032
73000.0,1.74
74000.0,1.81
86000.0,1.98
103000.0,1.9
58000.0,1.6
53000.0,1.65
95000.0,1.72
90000.0,1.78
59000.0,1.73
74000.0,1.66
62000.0,1.72
72000.0,1.96
56700.0,1.651
50000.0,1.66
78000.0,1.97
80000.0,1.79
78000.0,1.8
96000.0,1.8
105000.0,2.01
88452.0,1.905
87091.2,1.7526
86000.0,1.77
83916.0,1.8288
103000.0,1.82
122472.0,1.905
111132.0,2.0827999999999998
74844.0,1.7526
99792.0,1.8288
108864.0,1.905
64000.0,1.85
114760.8,2.1336
114000.0,1.83
86184.0,1.8796
106000.0,1.86
95256.0,1.8796
87998.4,1.8034
63957.6,1.524
92000.0,1.82
85000.0,1.83
102060.0,1.9558
72576.0,1.6764000000000001
96000.0,1.88
74844.0,1.8288
88905.6,1.8542
68040.0,1.8288
83916.0,1.8542
82101.6,1.8034
81648.0,1.8288
96163.2,1.9304
118000.0,1.83
94000.0,1.83
108000.0,1.88
92988.0,1.905
100000.0,1.88
118000.0,1.98
77000.0,1.83
86184.0,1.8034
136533.6,1.9558
86184.0,1.8542
93000.0,1.98
104328.0,1.8034
89812.8,1.905
108000.0,1.78
85000.0,1.8
92000.0,1.8542
86184.0,1.8288
70000.0,1.75
86184.0,1.8034
113400.0,2.0827999999999998
106596.0,2.1082
88452.0,1.8034
75297.6,1.8288
82101.6,1.7272
101606.4,2.0066
70308.0,1.7272
93000.0,1.8
84823.2,1.8288
107000.0,1.9
108000.0,1.83
87091.2,1.778
90720.0,1.905
79833.6,1.8034
130000.0,1.75
110769.12,2.0827999999999998
89812.8,1.9304
70000.0,1.8
92080.8,1.8542
83916.0,1.8796
83916.0,1.905
80000.0,1.83
86184.0,1.8542
102060.0,1.7272
56700.0,1.6002
93895.2,1.9558
99792.0,1.9812
88452.0,1.905
94348.8,1.8288
95000.0,1.87
100699.2,1.8542
91173.6,1.9304
86637.6,1.8034
82553.81134,1.8796
102967.2,1.778
88452.0,1.905
82000.0,1.89
125647.2,2.1844
84000.0,1.82
86184.0,1.8034
90720.0,1.8288
67000.0,1.78
